pdb_id	pdb_chain_id	species	type	descr
3vxs	B	HomoSapiens	mhc	Beta-2-microglobulin
3vxs	D	HomoSapiens	tcr	H27-14 TCR alpha chain
3vxs	E	HomoSapiens	tcr	H27-14 TCR beta chain
3vxs	C	Human immunodeficiency virus 1	antigen	10-mer peptide from Protein Nef
3vxu	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-24 alpha chain
3vxu	B	HomoSapiens	mhc	Beta-2-microglobulin
3vxu	D	HomoSapiens	tcr	T36-5 TCR alpha chain
3vxu	E	HomoSapiens	tcr	T36-5 TCR beta chain
3vxu	C	Human immunodeficiency virus 1	antigen	10-mer peptide from Protein Nef
3w0w	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-24 alpha chain
3w0w	B	HomoSapiens	mhc	Beta-2-microglobulin
3w0w	D	HomoSapiens	tcr	T36-5 TCR alpha chain
3w0w	E	HomoSapiens	tcr	T36-5 TCR beta chain
3w0w	C	Human immunodeficiency virus 1	antigen	10-mer peptide from Protein Nef
4c56	D	HomoSapiens	mhc	HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DR ALPHA CHAIN
4c56	E	HomoSapiens	mhc	MHC CLASS II ANTIGEN
4c56	A	HomoSapiens	tcr	T CELL RECEPTOR ALPHA CHAIN
4c56	B	HomoSapiens	tcr	T CELL RECEPTOR BETA CHAIN
4c56	F	Influenza A virus	antigen	HEMAGGLUTININ
4e41	A	HomoSapiens	mhc	HLA class II histocompatibility antigen, DR alpha chain
4e41	B	HomoSapiens	mhc	HLA class II histocompatibility antigen, DRB1-1 beta chain
4e41	D	HomoSapiens	tcr	T cell receptor G4 alpha chain
4e41	E	HomoSapiens	tcr	T cell receptor G4 beta chain
4e41	C	HomoSapiens	antigen	Triosephosphate isomerase
4eup	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-2 alpha chain
4eup	B	HomoSapiens	mhc	Beta-2-microglobulin
4eup	G	HomoSapiens	tcr	JKF6 alpha chain
4eup	H	HomoSapiens	tcr	JKF6 beta chain
4eup	C	HomoSapiens	antigen	Melanoma antigen recognized by T-cells 1
4gg6	A	HomoSapiens	mhc	HLA class II histocompatibility antigen, DQ alpha 1 chain
4gg6	B	HomoSapiens	mhc	HLA class II histocompatibility antigen, DQ beta 1 chain
4gg6	E	HomoSapiens	tcr	T-CELL RECEPTOR, SP3.4 ALPHA CHAIN
4gg6	F	HomoSapiens	tcr	T-CELL RECEPTOR, SP3.4 BETA CHAIN
4gg6	I	Triticum aestivum	antigen	Peptide from Alpha/beta-gliadin MM1
4jfd	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-2 alpha chain
4jfd	B	HomoSapiens	mhc	Beta-2-microglobulin
4jfd	D	HomoSapiens	tcr	High Affinity TCR Alpha Chain
4jfd	E	HomoSapiens	tcr	High Affinity TCR Beta Chain
4jfd	C	unknown	antigen	Melanoma peptide
4jfe	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-2 alpha chain
4jfe	B	HomoSapiens	mhc	Beta-2-microglobulin
4jfe	D	HomoSapiens	tcr	High Affinity TCR Alpha Chain
4jfe	E	HomoSapiens	tcr	High Affinity TCR Beta Chain
4jfe	C	unknown	antigen	Melanoma peptide L7A
4jff	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-2 alpha chain
4jff	B	HomoSapiens	mhc	Beta-2-microglobulin
4jff	D	HomoSapiens	tcr	High Affinity TCR Alpha Chain
4jff	E	HomoSapiens	tcr	High Affinity TCR Beta Chain
4jff	C	HomoSapiens	antigen	Melanoma motif
4jrx	A	HomoSapiens	mhc	MHC class I antigen
4jrx	B	HomoSapiens	mhc	Beta-2-microglobulin
4jrx	D	HomoSapiens	tcr	CA5 TCR alpha chain
4jrx	E	HomoSapiens	tcr	CA5 TCR beta chain
4jrx	C	Human herpesvirus 4	antigen	Trans-activator protein BZLF1
4jry	A	HomoSapiens	mhc	MHC class I antigen
4jry	B	HomoSapiens	mhc	Beta-2-microglobulin
4jry	D	HomoSapiens	tcr	SB47 TCR alpha chain
4jry	E	HomoSapiens	tcr	SB47 TCR beta chain
4jry	C	Human herpesvirus 4	antigen	Trans-activator protein BZLF1
4l3e	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-2 alpha chain
4l3e	B	HomoSapiens	mhc	Beta-2-microglobulin
4l3e	D	HomoSapiens	tcr	DMF5 alpha chain
4l3e	E	HomoSapiens	tcr	DMF5 beta chain
4l3e	C	HomoSapiens	antigen	Melanoma antigen recognized by T-cells 1
4mji	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, B-51 alpha chain
4mji	B	HomoSapiens	mhc	Beta-2-microglobulin
4mji	D	HomoSapiens	tcr	T-Cell Receptor Chain alpha
4mji	E	HomoSapiens	tcr	T-cell Receptor Beta chain
4mji	C	Human immunodeficiency virus 1	antigen	HIV Reverse Transcriptase peptide Marker
4mnq	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-2 alpha chain
4mnq	B	HomoSapiens	mhc	Beta-2-microglobulin
4mnq	D	HomoSapiens	tcr	Uncharacterized protein, T-cell receptor, sp3.4 alpha chain
4mnq	E	HomoSapiens	tcr	V_segment translation product, T-cell receptor beta-1 chain C region
4mnq	C	HomoSapiens	antigen	Telomerase reverse transcriptase
4ozf	A	HomoSapiens	mhc	HLA class II histocompatibility antigen, DQ alpha 1 chain
4ozf	B	HomoSapiens	mhc	HLA class II histocompatibility antigen, DQ beta 1 chain
4ozf	G	HomoSapiens	tcr	T-CELL RECEPTOR, JR5.1 ALPHA CHAIN
4ozf	H	HomoSapiens	tcr	T-CELL RECEPTOR, JR5.1 BETA CHAIN
4ozf	J	Triticum aestivum	antigen	deamidated Gliadin-alpha2 peptide
4ozg	A	HomoSapiens	mhc	HLA class II histocompatibility antigen, DQ alpha 1 chain
4ozg	B	HomoSapiens	mhc	HLA class II histocompatibility antigen, DQ beta 1 chain
4ozg	E	HomoSapiens	tcr	T-cell receptor, d2, alpha chain
4ozg	F	HomoSapiens	tcr	T-cell receptor, d2, beta chain
4ozg	I	Triticum aestivum	antigen	deamidated Gliadin-alpha2 peptide
4ozh	A	HomoSapiens	mhc	HLA class II histocompatibility antigen, DQ alpha 1 chain
4ozh	B	HomoSapiens	mhc	HLA class II histocompatibility antigen, DQ beta 1 chain
4ozh	E	HomoSapiens	tcr	T-cell receptor, s16, alpha chain
4ozh	F	HomoSapiens	tcr	T-cell receptor, s16, beta chain
4ozh	I	Triticum aestivum	antigen	Gliadin-alpha2 peptide
4ozi	A	HomoSapiens	mhc	HLA class II histocompatibility antigen, DQ alpha 1 chain
4ozi	B	HomoSapiens	mhc	HLA class II histocompatibility antigen, DQ beta 1 chain
4ozi	E	HomoSapiens	tcr	T-cell receptor, s2, alpha chain
4ozi	F	HomoSapiens	tcr	T-cell receptor, s2, beta chain
4ozi	I	Triticum aestivum	antigen	deamidated Gliadin-alpha1 peptide
4p2o	A	MusMusculus	mhc	H-2 class II histocompatibility antigen, E-K alpha chain
4p2o	B	MusMusculus	mhc	MHC class II E-beta-k
4p2o	C	MusMusculus	tcr	2B4 T-cell receptor alpha chain
4p2o	D	MusMusculus	tcr	2B4 T-cell receptor beta chain
4p2o	P	synthetic construct	antigen	2A peptide
4p2q	A	MusMusculus	mhc	H-2 class II histocompatibility antigen, E-K alpha chain
4p2q	B	MusMusculus	mhc	MHC class II E-beta-k
4p2q	D	MusMusculus	tcr	5cc7 T-cell receptor alpha chain
4p2q	E	MusMusculus	tcr	5cc7 T-cell receptor beta chain
4p2q	C	synthetic construct	antigen	5c2 peptide
4p2r	A	MusMusculus	mhc	H-2 class II histocompatibility antigen, E-K alpha chain
4p2r	B	MusMusculus	mhc	MHC class II E-beta-k
4p2r	D	MusMusculus	tcr	5cc7 T-cell receptor alpha chain
4p2r	E	MusMusculus	tcr	5cc7 T-cell receptor beta chain
4p2r	C	synthetic construct	antigen	5c1 peptide
4prh	A	HomoSapiens	mhc	MHC class I antigen
4prh	B	HomoSapiens	mhc	Beta-2-microglobulin
4prh	D	HomoSapiens	tcr	TK3 TCR alpha chain
4prh	E	HomoSapiens	tcr	TK3 TCR beta chain
4prh	C	Human herpesvirus 4	antigen	Epstein-Barr nuclear antigen 1
4pri	A	HomoSapiens	mhc	MHC class I antigen
4pri	B	HomoSapiens	mhc	Beta-2-microglobulin
4pri	D	HomoSapiens	tcr	TK3 TCR alpha chain
4pri	E	HomoSapiens	tcr	TK3 TCR beta chain
4pri	C	Human herpesvirus 4	antigen	Epstein-Barr nuclear antigen 1
4prp	A	HomoSapiens	mhc	MHC class I antigen
4prp	B	HomoSapiens	mhc	Beta-2-microglobulin
4prp	D	HomoSapiens	tcr	TK3 TCR alpha chain
4prp	E	HomoSapiens	tcr	TK3 TCR beta chain
4prp	C	Human herpesvirus 4	antigen	Epstein-Barr nuclear antigen 1
4y19	A	HomoSapiens	mhc	HLA class II histocompatibility antigen, DR alpha chain
4y19	B	HomoSapiens	mhc	HLA class II histocompatibility antigen, DRB1-4 beta chain
4y19	D	HomoSapiens	tcr	FS18_alpha
4y19	E	HomoSapiens	tcr	FS18_beta
4y19	C	HomoSapiens	antigen	Insulin
4y1a	A	HomoSapiens	mhc	HLA class II histocompatibility antigen, DR alpha chain
4y1a	B	HomoSapiens	mhc	HLA class II histocompatibility antigen, DRB1-4 beta chain
4y1a	D	HomoSapiens	tcr	FS17_alpha
4y1a	E	HomoSapiens	tcr	FS17_beta
4y1a	C	HomoSapiens	antigen	Insulin
4z7u	A	HomoSapiens	mhc	MHC class II HLA-DQ-alpha chain
4z7u	B	HomoSapiens	mhc	MHC class II HLA-DQ-beta-1
4z7u	E	HomoSapiens	tcr	T-CELL RECEPTOR, S13 ALPHA CHAIN
4z7u	F	HomoSapiens	tcr	T-CELL RECEPTOR, S13 BETA CHAIN
4z7u	I	Triticum aestivum	antigen	deamidated DQ8-glia-alpha1 peptide
4z7v	A	HomoSapiens	mhc	MHC class II HLA-DQ-alpha chain
4z7v	B	HomoSapiens	mhc	MHC class II HLA-DQ-beta-1
4z7v	E	HomoSapiens	tcr	T-CELL RECEPTOR, L3-12 ALPHA CHAIN
4z7v	F	HomoSapiens	tcr	T-CELL RECEPTOR, L3-12 BETA CHAIN
4z7v	I	Triticum aestivum	antigen	deamidated DQ8-glia-alpha1 peptide
4z7w	A	HomoSapiens	mhc	MHC class II HLA-DQ-alpha chain
4z7w	B	HomoSapiens	mhc	MHC class II HLA-DQ-beta-1
4z7w	E	HomoSapiens	tcr	T-CELL RECEPTOR, T316 ALPHA CHAIN
4z7w	F	HomoSapiens	tcr	T-CELL RECEPTOR, T316 BETA CHAIN
4z7w	I	Triticum aestivum	antigen	DQ8-glia-alpha1
4ftv	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-2 alpha chain
4ftv	B	HomoSapiens	mhc	Beta-2-microglobulin
4ftv	D	HomoSapiens	tcr	A6 alpha chain
4ftv	E	HomoSapiens	tcr	A6 beta chain
4ftv	C	Primate T-lymphotropic virus 1	antigen	Protein Tax-1
4g8g	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, B-27 alpha chain
4g8g	B	HomoSapiens	mhc	Beta-2-microglobulin
4g8g	D	HomoSapiens	tcr	beta chain C12C TCR
4g8g	E	HomoSapiens	tcr	beta chain C12C TCR
4g8g	C	Human immunodeficiency virus 1	antigen	P24
4g9f	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, B-27 alpha chain
4g9f	B	HomoSapiens	mhc	Beta-2-microglobulin
4g9f	D	HomoSapiens	tcr	beta chain C12C TCR
4g9f	E	HomoSapiens	tcr	beta chain C12C TCR
4g9f	C	Human immunodeficiency virus 1	antigen	Gag protein
4qok	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-2 alpha chain
4qok	B	HomoSapiens	mhc	Beta-2-microglobulin
4qok	D	HomoSapiens	tcr	Mel5 TCR chain alpha
4qok	E	HomoSapiens	tcr	Mel5 TCR chain beta
4qok	C	HomoSapiens	antigen	Melanoma antigen recognized by T-cells 1 marker peptide
4qrp	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, B-8 alpha chain
4qrp	B	HomoSapiens	mhc	Beta-2-microglobulin
4qrp	D	HomoSapiens	tcr	DD31 TCR alpha chain
4qrp	E	HomoSapiens	tcr	DD31 TCR beta chain
4qrp	C	Hepatitis C virus	antigen	NS3-4A protein
5d2l	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-2 alpha chain
5d2l	B	HomoSapiens	mhc	Beta-2-microglobulin
5d2l	E	HomoSapiens	tcr	C7 TCR alpha chain
5d2l	F	HomoSapiens	tcr	C7 TCR beta chain
5d2l	Q	Cytomegalovirus	antigen	ASN-LEU-VAL-PRO-MET-VAL-ALA-THR-VAL
5d2n	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, A-2 alpha chain
5d2n	B	HomoSapiens	mhc	Beta-2-microglobulin
5d2n	C	HomoSapiens	tcr	C25 alpha
5d2n	E	HomoSapiens	tcr	C25 beta
5d2n	G	Cytomegalovirus	antigen	ASN-LEU-VAL-PRO-MET-VAL-ALA-THR-VAL
3cii	A	HomoSapiens	mhc	HLA class I histocompatibility antigen, alpha chain E
3cii	B	HomoSapiens	mhc	Beta-2-microglobulin
3cii	G	HomoSapiens	tcr	Natural killer cells antigen CD94
3cii	H	HomoSapiens	tcr	NKG2-A/NKG2-B type II integral membrane protein
3cii	C	HomoSapiens	antigen	HLA class I histocompatibility antigen peptide
