ag_left,ag_right,tcr_left,tcr_right,corr10
-2,3,-2,2,0.102943
-2,3,-2,3,0.102943
-2,3,-2,4,0.102943
-2,3,-1,0,0.009872
-2,3,-1,1,0.009872
-2,3,-1,2,0.009872
-2,3,-1,3,0.009872
-2,3,-1,4,0.009872
-2,3,0,0,-0.140791
-2,3,0,1,-0.140791
-2,3,0,2,-0.140791
-2,3,0,3,-0.140791
-2,3,0,4,-0.140791
-2,4,-4,0,0.228845
-2,4,-4,1,0.228845
-2,4,-4,2,0.228845
-2,4,-4,3,0.228845
-2,4,-4,4,0.228845
-2,4,-3,0,0.091412
-2,4,-3,1,0.091412
-2,4,-3,2,0.091412
-2,4,-3,3,0.091412
-2,4,-3,4,0.091412
-2,4,-2,0,0.102943
-2,4,-2,1,0.102943
-2,4,-2,2,0.102943
-2,4,-2,3,0.102943
-2,4,-2,4,0.102943
-2,4,-1,0,0.009872
-2,4,-1,1,0.009872
-2,4,-1,2,0.009872
-2,4,-1,3,0.009872
-2,4,-1,4,0.009872
-2,4,0,0,-0.140791
-2,4,0,1,-0.140791
-2,4,0,2,-0.140791
-2,4,0,3,-0.140791
-2,4,0,4,-0.140791
-1,0,-4,0,0.216406
-1,0,-4,1,0.216406
-1,0,-4,2,0.216406
-1,0,-4,3,0.216406
-1,0,-4,4,0.216406
-1,0,-3,0,0.088845
-1,0,-3,1,0.088845
-1,0,-3,2,0.088845
-1,0,-3,3,0.088845
-1,0,-3,4,0.088845
-1,0,-2,0,0.054726
-1,0,-2,1,0.054726
-1,0,-2,2,0.054726
-1,0,-2,3,0.054726
-1,0,-2,4,0.054726
-1,0,-1,0,0.005978
-1,0,-1,1,0.005978
-1,0,-1,2,0.005978
-1,0,-1,3,0.005978
-1,0,-1,4,0.005978
-1,0,0,0,-0.127981
-1,0,0,1,-0.120694
-1,0,0,2,-0.120694
-1,0,0,3,-0.120694
-1,0,0,4,-0.120694
-1,1,-4,0,0.216406
-1,1,-4,1,0.216406
-1,1,-4,2,0.216406
-1,1,-4,3,0.216406
-1,1,-4,4,0.216406
-1,1,-3,0,0.088845
-1,1,-3,1,0.088845
-1,1,-3,2,0.088845
-1,1,-3,3,0.088845
-1,1,-3,4,0.088845
-1,1,-2,0,0.053278
-1,1,-2,1,0.053278
-1,1,-2,2,0.053278
-1,1,-2,3,0.053278
-1,1,-2,4,0.053278
-1,1,-1,0,0.003683
-1,1,-1,1,0.003683
-1,1,-1,2,0.003683
-1,1,-1,3,0.003683
-1,1,-1,4,0.003683
-1,1,0,0,-0.128273
-1,1,0,1,-0.120969
-1,1,0,2,-0.120969
-1,1,0,3,-0.120969
-1,1,0,4,-0.120969
-1,2,-4,0,0.216406
-1,2,-4,1,0.216406
-1,2,-4,2,0.216406
-1,2,-4,3,0.216406
-1,2,-4,4,0.216406
-1,2,-3,0,0.086435
-1,2,-3,1,0.086435
-1,2,-3,2,0.086435
-1,2,-3,3,0.086435
-1,2,-3,4,0.086435
-1,2,-2,0,0.062223
-1,2,-2,1,0.062223
-1,2,-2,2,0.062223
-1,2,-2,3,0.062223
-1,2,-2,4,0.062223
-1,2,-1,0,0.004210
-1,2,-1,1,0.004210
-1,2,-1,2,0.004210
-1,2,-1,3,0.004210
-1,2,-1,4,0.004210
-1,2,0,0,-0.120969
-1,2,0,1,-0.120969
-1,2,0,2,-0.120969
-1,2,0,3,-0.120969
-1,2,0,4,-0.120969
-1,3,-4,0,0.216406
-1,3,-4,1,0.216406
-1,3,-4,2,0.216406
-1,3,-4,3,0.216406
-1,3,-4,4,0.216406
-1,3,-3,0,0.086435
-1,3,-3,1,0.086435
-1,3,-3,2,0.086435
-1,3,-3,3,0.086435
-1,3,-3,4,0.086435
-1,3,-2,0,0.062223
-1,3,-2,1,0.062223
-1,3,-2,2,0.062223
-1,3,-2,3,0.062223
-1,3,-2,4,0.062223
-1,3,-1,0,0.004210
-1,3,-1,1,0.004210
-1,3,-1,2,0.004210
-1,3,-1,3,0.004210
-1,3,-1,4,0.004210
-1,3,0,0,-0.120969
-1,3,0,1,-0.120969
-1,3,0,2,-0.120969
-1,3,0,3,-0.120969
-1,3,0,4,-0.120969
-1,4,-4,0,0.216406
-1,4,-4,1,0.216406
-1,4,-4,2,0.216406
-1,4,-4,3,0.216406
-1,4,-4,4,0.216406
-1,4,-3,0,0.086435
-1,4,-3,1,0.086435
-1,4,-3,2,0.086435
-1,4,-3,3,0.086435
-1,4,-3,4,0.086435
-1,4,-2,0,0.062223
-1,4,-2,1,0.062223
-1,4,-2,2,0.062223
-1,4,-2,3,0.062223
-1,4,-2,4,0.062223
-1,4,-1,0,0.004210
-1,4,-1,1,0.004210
-1,4,-1,2,0.004210
-1,4,-1,3,0.004210
-1,4,-1,4,0.004210
-1,4,0,0,-0.120969
-1,4,0,1,-0.120969
-1,4,0,2,-0.120969
-1,4,0,3,-0.120969
-1,4,0,4,-0.120969
0,0,-4,0,0.084808
0,0,-4,1,0.084808
0,0,-4,2,0.084808
0,0,-4,3,0.084808
0,0,-4,4,0.084808
0,0,-3,0,-0.108040
0,0,-3,1,-0.108040
0,0,-3,2,-0.108040
0,0,-3,3,-0.108040
0,0,-3,4,-0.108040
0,0,-2,0,-0.142117
0,0,-2,1,-0.142117
0,0,-2,2,-0.142117
0,0,-2,3,-0.142117
0,0,-2,4,-0.142117
0,0,-1,0,-0.087097
0,0,-1,1,-0.087097
0,0,-1,2,-0.087097
0,0,-1,3,-0.087097
0,0,-1,4,-0.087097
0,0,0,0,-0.190699
0,0,0,1,-0.166730
0,0,0,2,-0.166730
0,0,0,3,-0.166730
0,0,0,4,-0.166730
0,1,-4,0,0.078661
0,1,-4,1,0.078661
0,1,-4,2,0.078661
0,1,-4,3,0.078661
0,1,-4,4,0.078661
0,1,-3,0,-0.108040
0,1,-3,1,-0.108040
0,1,-3,2,-0.108040
0,1,-3,3,-0.108040
0,1,-3,4,-0.108040
0,1,-2,0,-0.138541
0,1,-2,1,-0.138541
0,1,-2,2,-0.138541
0,1,-2,3,-0.138541
0,1,-2,4,-0.138541
0,1,-1,0,-0.072438
0,1,-1,1,-0.072438
0,1,-1,2,-0.072438
0,1,-1,3,-0.072438
0,1,-1,4,-0.072438
0,1,0,0,-0.192125
0,1,0,1,-0.168059
0,1,0,2,-0.168059
0,1,0,3,-0.168059
0,1,0,4,-0.168059
0,2,-4,0,0.078661
0,2,-4,1,0.078661
0,2,-4,2,0.078661
0,2,-4,3,0.078661
0,2,-4,4,0.078661
0,2,-3,0,-0.110012
0,2,-3,1,-0.110012
0,2,-3,2,-0.110012
0,2,-3,3,-0.110012
0,2,-3,4,-0.110012
0,2,-2,0,-0.127558
0,2,-2,1,-0.127558
0,2,-2,2,-0.127558
0,2,-2,3,-0.127558
0,2,-2,4,-0.127558
0,2,-1,0,-0.071853
0,2,-1,1,-0.071853
0,2,-1,2,-0.071853
0,2,-1,3,-0.071853
0,2,-1,4,-0.071853
0,2,0,0,-0.168059
0,2,0,1,-0.168059
0,2,0,2,-0.168059
0,2,0,3,-0.168059
0,2,0,4,-0.168059
0,3,-4,0,0.078661
0,3,-4,1,0.078661
0,3,-4,2,0.078661
0,3,-4,3,0.078661
0,3,-4,4,0.078661
0,3,-3,0,-0.110012
0,3,-3,1,-0.110012
0,3,-3,2,-0.110012
0,3,-3,3,-0.110012
0,3,-3,4,-0.110012
0,3,-2,0,-0.127558
0,3,-2,1,-0.127558
0,3,-2,2,-0.127558
0,3,-2,3,-0.127558
0,3,-2,4,-0.127558
0,3,-1,0,-0.071853
0,3,-1,1,-0.071853
0,3,-1,2,-0.071853
0,3,-1,3,-0.071853
0,3,-1,4,-0.071853
0,3,0,0,-0.168059
0,3,0,1,-0.168059
0,3,0,2,-0.168059
0,3,0,3,-0.168059
0,3,0,4,-0.168059
0,4,-4,0,0.078661
0,4,-4,1,0.078661
0,4,-4,2,0.078661
0,4,-4,3,0.078661
0,4,-4,4,0.078661
0,4,-3,0,-0.110012
0,4,-3,1,-0.110012
0,4,-3,2,-0.110012
0,4,-3,3,-0.110012
0,4,-3,4,-0.110012
0,4,-2,0,-0.127558
0,4,-2,1,-0.127558
0,4,-2,2,-0.127558
0,4,-2,3,-0.127558
0,4,-2,4,-0.127558
0,4,-1,0,-0.071853
0,4,-1,1,-0.071853
0,4,-1,2,-0.071853
0,4,-1,3,-0.071853
0,4,-1,4,-0.071853
0,4,0,0,-0.168059
0,4,0,1,-0.168059
0,4,0,2,-0.168059
0,4,0,3,-0.168059
0,4,0,4,-0.168059
